Image,X,Y
p000579.jpg,85211.154,446893.106
p000580.jpg,85210.845,446892.634
p000581.jpg,85210.473,446892.298
p000582.jpg,85210.463,446891.915
p000583.jpg,85210.842,446891.804
p000584.jpg,85210.933,446892.130
p000585.jpg,85210.952,446892.253
p000586.jpg,85210.928,446892.264
p000587.jpg,85210.928,446892.235
p000588.jpg,85210.906,446892.235
p000589.jpg,85210.878,446892.157
p000590.jpg,85211.040,446892.231
p000591.jpg,85210.843,446892.095
p000592.jpg,85210.443,446891.533
p000593.jpg,85209.832,446890.922
p000594.jpg,85209.590,446890.146
p000595.jpg,85210.001,446889.501
p000596.jpg,85210.627,446888.939
p000597.jpg,85211.099,446888.400
p000598.jpg,85210.910,446887.997
p000599.jpg,85210.834,446888.388
p000600.jpg,85210.523,446888.691
p000601.jpg,85209.903,446889.194
p000602.jpg,85209.085,446889.765
p000603.jpg,85208.293,446890.365
p000604.jpg,85207.636,446891.041
p000605.jpg,85206.812,446891.704
p000606.jpg,85206.152,446892.224
p000607.jpg,85206.114,446892.736
p000608.jpg,85206.644,446893.130
p000609.jpg,85207.125,446893.707
p000610.jpg,85207.299,446893.455
p000611.jpg,85206.692,446893.360
p000612.jpg,85206.537,446892.475
p000613.jpg,85207.073,446891.650
p000614.jpg,85207.975,446890.926
p000615.jpg,85208.911,446890.545
p000616.jpg,85209.897,446890.933
p000617.jpg,85210.602,446891.709
p000618.jpg,85211.002,446892.539
p000619.jpg,85211.114,446892.797
p000620.jpg,85211.079,446892.726
p000621.jpg,85210.797,446892.458
p000622.jpg,85210.933,446892.478
p000623.jpg,85211.495,446892.990
p000624.jpg,85212.174,446893.532
p000625.jpg,85212.254,446894.127
p000626.jpg,85211.680,446894.718
p000627.jpg,85210.858,446895.490
p000628.jpg,85209.908,446896.291
p000629.jpg,85208.923,446897.140
p000630.jpg,85207.978,446897.911
p000631.jpg,85207.055,446898.694
p000632.jpg,85206.124,446899.450
p000633.jpg,85205.140,446900.294
p000634.jpg,85204.211,446901.141
p000635.jpg,85203.314,446901.924
p000636.jpg,85202.588,446902.770
p000637.jpg,85202.297,446903.727
p000638.jpg,85202.569,446904.603
p000639.jpg,85203.106,446905.573
p000640.jpg,85203.684,446906.527
p000641.jpg,85204.039,446907.255
p000642.jpg,85203.341,446907.213
p000643.jpg,85202.697,446907.600
p000644.jpg,85202.368,446907.897
p000645.jpg,85202.358,446908.442
p000646.jpg,85202.328,446909.048
p000647.jpg,85202.824,446909.779
p000648.jpg,85203.391,446910.458
p000649.jpg,85203.847,446911.205
p000650.jpg,85203.718,446912.046
p000651.jpg,85203.019,446912.752
p000652.jpg,85202.222,446913.124
p000653.jpg,85202.058,446913.542
p000654.jpg,85202.458,446913.521
p000655.jpg,85202.685,446912.981
p000656.jpg,85203.369,446912.460
p000657.jpg,85204.332,446912.381
p000658.jpg,85205.263,446912.835
p000659.jpg,85206.085,446913.626
p000660.jpg,85206.706,446914.421
p000661.jpg,85207.273,446915.163
p000662.jpg,85207.737,446916.014
p000663.jpg,85208.240,446917.031
p000664.jpg,85208.863,446917.928
p000665.jpg,85209.628,446918.814
p000666.jpg,85210.353,446919.599
p000667.jpg,85211.153,446920.441
p000668.jpg,85211.948,446921.249
p000669.jpg,85212.897,446921.936
p000670.jpg,85213.815,446922.115
p000671.jpg,85214.619,446921.781
p000672.jpg,85215.523,446921.443
p000673.jpg,85216.439,446921.731
p000674.jpg,85217.191,446922.457
p000675.jpg,85217.836,446923.360
p000676.jpg,85218.415,446924.216
p000677.jpg,85219.105,446925.124
p000678.jpg,85219.814,446926.050
p000679.jpg,85220.560,446926.989
p000680.jpg,85221.277,446927.856
p000681.jpg,85222.074,446928.754
p000682.jpg,85222.804,446929.630
p000683.jpg,85223.596,446930.467
p000684.jpg,85224.465,446931.399
p000685.jpg,85225.213,446932.199
p000686.jpg,85226.051,446932.851
p000687.jpg,85227.001,446932.813
p000964.jpg,85227.560,446933.774
p000965.jpg,85228.031,446934.598
p000966.jpg,85228.729,446935.543
p000967.jpg,85229.482,446936.426
p000968.jpg,85230.175,446937.324
p000969.jpg,85230.860,446938.211
p000970.jpg,85231.588,446939.059
p000971.jpg,85232.357,446939.919
p000972.jpg,85233.093,446940.772
p000973.jpg,85233.719,446941.608
p000974.jpg,85234.416,446942.455
p000975.jpg,85235.105,446943.265
p000976.jpg,85235.800,446944.120
p000977.jpg,85236.471,446944.940
p000978.jpg,85237.078,446945.634
p000979.jpg,85237.716,446946.458
p000980.jpg,85238.306,446947.257
p000981.jpg,85238.982,446948.053
p000982.jpg,85239.710,446948.863
p000983.jpg,85240.379,446949.653
p000984.jpg,85241.051,446950.504
p000985.jpg,85241.709,446951.365
p000986.jpg,85242.444,446952.162
p000987.jpg,85243.188,446953.041
p000988.jpg,85243.791,446953.918
p000989.jpg,85244.411,446954.729
p000990.jpg,85245.033,446955.468
p000991.jpg,85245.744,446956.294
p000992.jpg,85246.427,446957.047
p000993.jpg,85247.192,446957.843
p000994.jpg,85247.924,446958.716
p000995.jpg,85248.476,446959.612
p000996.jpg,85249.116,446960.457
p000997.jpg,85249.923,446961.291
p000998.jpg,85250.637,446962.090
p000999.jpg,85251.426,446962.903
p001000.jpg,85252.192,446963.624
p001001.jpg,85253.019,446964.226
p001002.jpg,85253.972,446964.646
p001003.jpg,85254.865,446965.007
p001004.jpg,85255.698,446965.474
p001005.jpg,85256.410,446966.141
p001006.jpg,85256.901,446966.817
p001007.jpg,85257.446,446967.448
p001008.jpg,85257.938,446968.266
p001009.jpg,85258.035,446969.149
p001010.jpg,85257.839,446970.098
p001011.jpg,85257.766,446971.096
p001012.jpg,85258.110,446971.965
p001013.jpg,85258.691,446972.734
p001014.jpg,85259.426,446973.507
p001015.jpg,85260.037,446974.287
p001016.jpg,85260.644,446975.053
p001018.jpg,85261.466,446976.104
p001019.jpg,85260.801,446975.499
p001020.jpg,85260.292,446974.754
p001021.jpg,85259.678,446974.227
p001022.jpg,85258.969,446973.658
p001023.jpg,85258.337,446973.021
p001024.jpg,85257.791,446972.349
p001025.jpg,85257.564,446971.585
p001026.jpg,85257.663,446970.652
p001027.jpg,85257.672,446969.590
p001028.jpg,85257.420,446968.701
p001029.jpg,85256.793,446967.984
p001030.jpg,85255.913,446967.710
p001031.jpg,85255.076,446967.954
p001032.jpg,85254.279,446968.561
p001033.jpg,85253.431,446969.237
p001034.jpg,85252.623,446969.863
p001035.jpg,85251.973,446970.475
p001036.jpg,85252.092,446970.790
p001037.jpg,85252.334,446970.090
p001038.jpg,85253.084,446969.385
p001039.jpg,85253.866,446968.682
p001040.jpg,85254.725,446968.037
p001041.jpg,85255.546,446967.455
p001042.jpg,85256.008,446966.778
p001043.jpg,85256.008,446966.162
p001044.jpg,85255.429,446965.714
p001045.jpg,85254.498,446965.314
p001046.jpg,85253.571,446964.771
p001047.jpg,85252.754,446964.103
p001048.jpg,85251.889,446963.366
p001049.jpg,85251.138,446962.529
p001050.jpg,85250.368,446961.583
p001051.jpg,85249.612,446960.671
p001052.jpg,85248.909,446959.816
p001053.jpg,85248.134,446958.857
p001054.jpg,85247.333,446958.018
p001055.jpg,85246.555,446957.154
p001056.jpg,85245.704,446956.316
p001057.jpg,85244.906,446955.398
p001058.jpg,85244.158,446954.475
p001059.jpg,85243.311,446953.539
p001060.jpg,85242.538,446952.553
p001061.jpg,85241.827,446951.605
p001062.jpg,85240.963,446950.569
p001063.jpg,85240.150,446949.610
p001064.jpg,85239.317,446948.605
p001065.jpg,85238.503,446947.624
p001066.jpg,85237.709,446946.686
p001067.jpg,85236.912,446945.754
p001068.jpg,85236.109,446944.848
p001069.jpg,85235.247,446943.865
p001070.jpg,85234.520,446942.891
p001071.jpg,85233.839,446941.936
p001072.jpg,85233.029,446941.036
p001073.jpg,85232.259,446940.170
p001074.jpg,85231.473,446939.290
p001075.jpg,85230.951,446938.315
p001076.jpg,85230.911,446937.466
p001077.jpg,85231.536,446936.873
p001078.jpg,85232.332,446935.992
p001079.jpg,85233.128,446935.122
p001080.jpg,85234.064,446934.427
p001081.jpg,85234.980,446933.643
p001082.jpg,85235.989,446932.989
p001083.jpg,85236.824,446932.273
p001084.jpg,85237.571,446931.407
p001085.jpg,85238.480,446930.689
p001086.jpg,85239.397,446930.114
p001087.jpg,85240.297,446929.456
p001088.jpg,85241.143,446928.779
p001089.jpg,85241.652,446928.019
p001090.jpg,85241.465,446928.242
p001091.jpg,85240.924,446928.980
p001092.jpg,85240.062,446929.745
p001093.jpg,85239.068,446930.525
p001094.jpg,85238.097,446931.147
p001095.jpg,85237.209,446931.923
p001096.jpg,85236.281,446932.711
p001097.jpg,85235.307,446933.561
p001098.jpg,85234.335,446934.437
p001099.jpg,85233.292,446935.170
p001100.jpg,85232.423,446936.050
p001101.jpg,85231.579,446936.921
p001102.jpg,85230.453,446936.910
p001103.jpg,85229.516,446936.200
p001104.jpg,85228.668,446935.216
p001105.jpg,85228.096,446934.215
p001106.jpg,85228.031,446933.072
p001107.jpg,85228.516,446931.934
p001108.jpg,85229.315,446930.938
p001109.jpg,85230.118,446929.985
p001110.jpg,85231.019,446929.099
p001111.jpg,85231.988,446928.191
p001112.jpg,85232.933,446927.353
p001113.jpg,85233.845,446926.465
p001114.jpg,85234.735,446925.419
p001115.jpg,85235.608,446924.490
p001116.jpg,85236.528,446923.525
p001117.jpg,85237.455,446922.637
p001118.jpg,85238.378,446921.722
p001119.jpg,85239.255,446920.848
p001120.jpg,85240.080,446919.986
p001121.jpg,85240.921,446919.112
p001122.jpg,85241.808,446918.225
p001123.jpg,85242.717,446917.444
p001124.jpg,85243.567,446916.728
p001125.jpg,85244.549,446916.235
p001126.jpg,85245.525,446916.178
p001127.jpg,85246.425,446916.558
p001128.jpg,85247.320,446917.175
p001129.jpg,85248.201,446917.876
p001130.jpg,85248.906,446918.725
p001131.jpg,85249.525,446919.735
p001132.jpg,85249.993,446920.875
p001133.jpg,85250.343,446921.933
p001134.jpg,85250.010,446921.702
p001135.jpg,85249.669,446920.587
p001136.jpg,85249.168,446919.445
p001137.jpg,85248.568,446918.240
p001138.jpg,85247.980,446917.023
p001139.jpg,85247.664,446915.719
p001140.jpg,85247.364,446914.381
p001141.jpg,85246.841,446913.368
p001142.jpg,85246.070,446912.775
p001143.jpg,85245.122,446911.954
p001144.jpg,85243.936,446910.766
p001145.jpg,85242.817,446909.363
p001146.jpg,85241.801,446907.953
p001147.jpg,85240.889,446906.595
p001148.jpg,85239.973,446905.247
p001149.jpg,85239.071,446903.804
p001150.jpg,85238.200,446902.462
p001151.jpg,85237.179,446901.069
p001152.jpg,85236.270,446899.830
p001153.jpg,85235.308,446898.504
p001154.jpg,85234.356,446897.334
p001155.jpg,85233.314,446896.224
p001156.jpg,85232.304,446895.189
p001157.jpg,85231.291,446894.211
p001158.jpg,85230.457,446893.430
p001159.jpg,85229.766,446892.821
p001160.jpg,85229.265,446892.195
p001161.jpg,85228.801,446891.667
p001162.jpg,85228.278,446891.004
p001163.jpg,85227.514,446890.121
p001164.jpg,85226.708,446889.088
p001165.jpg,85225.956,446887.895
p001166.jpg,85225.267,446886.768
p001167.jpg,85224.596,446885.971
p001168.jpg,85224.271,446885.031
p001169.jpg,85224.830,446883.900
p001170.jpg,85225.772,446883.157
p001171.jpg,85226.755,446882.545
p001172.jpg,85227.227,446881.800
