Image,X,Y
p000359.jpg,85225.74129,446888.6456
p000360.jpg,85226.57805,446888.027
p000361.jpg,85227.53033,446887.4166
p000362.jpg,85228.42628,446886.8242
p000363.jpg,85229.17532,446886.173
p000364.jpg,85229.48206,446885.3351
p000365.jpg,85229.19275,446884.6005
p000366.jpg,85228.40634,446884.2682
p000367.jpg,85227.45589,446884.4698
p000368.jpg,85226.59346,446884.8185
p000369.jpg,85225.75786,446885.1693
p000370.jpg,85224.86185,446885.458
p000371.jpg,85223.9118,446885.4029
p000372.jpg,85223.04633,446884.8988
p000373.jpg,85222.23077,446884.1743
p000374.jpg,85221.46443,446883.3113
p000375.jpg,85220.7393,446882.4221
p000376.jpg,85220.05388,446881.5221
p000377.jpg,85219.36644,446880.559
p000378.jpg,85218.7018,446879.6267
p000379.jpg,85217.97162,446878.7081
p000380.jpg,85217.30692,446877.825
p000381.jpg,85216.55867,446876.9082
p000382.jpg,85215.85809,446875.9935
p000383.jpg,85215.17667,446875.1146
p000384.jpg,85214.40485,446874.1878
p000385.jpg,85213.62259,446873.3048
p000386.jpg,85212.75903,446872.3359
p000387.jpg,85211.9622,446871.4248
p000388.jpg,85211.25937,446870.5047
p000389.jpg,85210.50098,446869.6171
p000390.jpg,85209.76697,446868.7302
p000391.jpg,85209.07736,446867.8313
p000392.jpg,85208.36581,446866.8962
p000393.jpg,85207.63129,446865.9659
p000394.jpg,85206.8403,446865.0453
p000395.jpg,85206.06741,446864.2053
p000396.jpg,85205.32245,446863.3297
p000397.jpg,85204.65402,446862.4859
p000398.jpg,85204.0103,446861.6161
p000399.jpg,85203.27821,446860.6702
p000400.jpg,85202.57007,446859.8015
p000401.jpg,85201.89113,446858.9004
p000402.jpg,85201.17044,446858.0695
p000403.jpg,85200.30078,446857.3237
p000404.jpg,85199.27341,446856.8926
p000405.jpg,85198.24223,446857.0361
p000406.jpg,85197.44087,446857.6437
p000407.jpg,85196.7359,446858.3315
p000408.jpg,85196.13049,446859.058
p000409.jpg,85195.45753,446859.7859
p000410.jpg,85194.71759,446860.4739
p000411.jpg,85193.8073,446861.0481
p000412.jpg,85192.84732,446861.6193
p000413.jpg,85192.09846,446861.5242
p000414.jpg,85191.59058,446860.7742
p000415.jpg,85191.49115,446861.0247
p000416.jpg,85191.96107,446861.7124
p000513.jpg,85192.12744,446862.1617
p000514.jpg,85192.73758,446862.4452
p000515.jpg,85193.28986,446861.8291
p000516.jpg,85193.7502,446861.1006
p000517.jpg,85194.51224,446860.6321
p000518.jpg,85195.40015,446860.4398
p000519.jpg,85196.41582,446860.6896
p000520.jpg,85197.2468,446861.2859
p000521.jpg,85197.89587,446862.0966
p000522.jpg,85198.02875,446862.9471
p000523.jpg,85197.39941,446863.8193
p000524.jpg,85196.52138,446864.3775
p000525.jpg,85195.69795,446864.7998
p000526.jpg,85195.14203,446865.222
p000527.jpg,85195.31046,446865.5425
p000528.jpg,85195.72719,446865.0054
p000529.jpg,85196.56369,446864.4406
p000530.jpg,85197.6069,446864.1416
p000531.jpg,85198.75784,446863.8414
p000532.jpg,85199.89929,446863.4413
p000533.jpg,85200.9068,446862.9152
p000534.jpg,85201.83,446862.2944
p000535.jpg,85202.7901,446861.8801
p000536.jpg,85203.81636,446861.9901
p000537.jpg,85204.71713,446862.5994
p000538.jpg,85205.48251,446863.4682
p000539.jpg,85206.20947,446864.3221
p000540.jpg,85206.89502,446865.2458
p000541.jpg,85207.68437,446866.1595
p000542.jpg,85208.44989,446867.041
p000543.jpg,85209.198,446868.0232
p000544.jpg,85209.974,446868.9898
p000545.jpg,85210.68315,446869.9039
p000546.jpg,85211.59543,446870.8754
p000547.jpg,85212.36325,446871.8158
p000548.jpg,85213.13821,446872.7816
p000549.jpg,85213.96249,446873.8271
p000550.jpg,85214.72826,446874.8256
p000551.jpg,85215.57669,446875.8061
p000552.jpg,85216.33621,446876.7631
p000553.jpg,85217.10492,446877.6918
p000554.jpg,85217.89171,446878.6181
p000555.jpg,85218.67236,446879.6188
p000556.jpg,85219.44267,446880.54
p000557.jpg,85220.24208,446881.5042
p000558.jpg,85221.01874,446882.39
p000559.jpg,85221.77377,446883.2999
p000560.jpg,85222.48523,446884.2288
p000561.jpg,85223.33569,446885.182
p000562.jpg,85224.12131,446886.0703
p000563.jpg,85224.89183,446886.967
p000564.jpg,85225.32883,446887.9014
p000565.jpg,85225.17746,446888.8716
p000566.jpg,85224.41582,446889.6114
p000567.jpg,85223.48628,446890.2626
p000568.jpg,85222.44141,446891.0116
p000569.jpg,85221.44662,446891.7698
p000570.jpg,85220.49646,446892.454
p000571.jpg,85219.53267,446893.1911
p000572.jpg,85218.5484,446894.0128
p000573.jpg,85217.55154,446894.9789
p000574.jpg,85216.50972,446895.7664
p000575.jpg,85215.39081,446896.3899
p000576.jpg,85214.23386,446896.8364
p000577.jpg,85213.36188,446896.7934
p000578.jpg,85213.07112,446896.658
p000579.jpg,85212.77637,446896.3669
p000580.jpg,85212.47528,446895.8893
p000581.jpg,85212.10974,446895.5476
p000582.jpg,85212.10646,446895.1642
p000583.jpg,85212.48701,446895.0599
p000584.jpg,85212.57191,446895.387
p000585.jpg,85212.58904,446895.5108
p000586.jpg,85212.56451,446895.521
p000587.jpg,85212.56564,446895.4918
p000588.jpg,85212.5433,446895.4918
p000589.jpg,85212.51701,446895.4138
p000590.jpg,85212.67709,446895.4903
p000591.jpg,85212.48265,446895.3503
p000592.jpg,85212.09218,446894.782
p000593.jpg,85211.4921,446894.1601
p000594.jpg,85211.26361,446893.3803
p000595.jpg,85211.68591,446892.743
p000596.jpg,85212.32137,446892.1917
p000597.jpg,85212.80338,446891.6603
p000598.jpg,85212.62048,446891.2545
p000599.jpg,85212.53798,446891.6437
p000600.jpg,85212.22192,446891.9417
p000601.jpg,85211.59283,446892.4335
p000602.jpg,85210.76559,446892.9901
p000603.jpg,85209.96283,446893.5766
p000604.jpg,85209.29419,446894.2411
p000605.jpg,85208.45886,446894.8895
p000606.jpg,85207.78981,446895.3987
p000607.jpg,85207.74301,446895.9098
p000608.jpg,85208.26624,446896.3128
p000609.jpg,85208.73788,446896.8976
p000610.jpg,85208.91588,446896.6489
p000611.jpg,85208.3103,446896.5438
p000612.jpg,85208.17065,446895.6564
p000613.jpg,85208.72141,446894.8401
p000614.jpg,85209.63535,446894.1325
p000615.jpg,85210.57755,446893.7673
p000616.jpg,85211.55673,446894.1724
p000617.jpg,85212.24858,446894.9605
p000618.jpg,85212.63394,446895.7972
p000619.jpg,85212.74194,446896.0572
p000620.jpg,85212.70743,446895.9854
p000621.jpg,85212.43068,446895.713
p000622.jpg,85212.5658,446895.7354
p000623.jpg,85213.11945,446896.2567
p000624.jpg,85213.78897,446896.8105
p000625.jpg,85213.85797,446897.4072
p000626.jpg,85213.27368,446897.9877
p000627.jpg,85212.43889,446898.7455
p000628.jpg,85211.47514,446899.53
p000629.jpg,85210.47559,446900.3618
p000630.jpg,85209.51695,446901.1159
p000631.jpg,85208.58061,446901.8831
p000632.jpg,85207.63638,446902.6229
p000633.jpg,85206.63885,446903.4497
p000634.jpg,85205.69437,446904.2806
p000635.jpg,85204.78482,446905.0472
p000636.jpg,85204.0437,446905.8809
p000637.jpg,85203.73582,446906.8323
p000638.jpg,85203.99304,446907.7135
p000639.jpg,85204.51337,446908.6925
p000640.jpg,85205.07452,446909.6559
p000641.jpg,85205.41647,446910.3901
p000642.jpg,85204.71959,446910.3367
p000643.jpg,85204.06853,446910.7125
p000644.jpg,85203.73489,446911.0037
p000645.jpg,85203.71585,446911.5481
p000646.jpg,85203.67523,446912.153
p000647.jpg,85204.15842,446912.8931
p000648.jpg,85204.71338,446913.5815
p000649.jpg,85205.1557,446914.3364
p000650.jpg,85205.01288,446915.1747
p000651.jpg,85204.30109,446915.8689
p000652.jpg,85203.49803,446916.2274
p000653.jpg,85203.32675,446916.6421
p000654.jpg,85203.72745,446916.6284
p000655.jpg,85203.96324,446916.0921
p000656.jpg,85204.65665,446915.5826
p000657.jpg,85205.62106,446915.521
p000658.jpg,85206.54361,446915.9911
p000659.jpg,85207.35214,446916.7955
p000660.jpg,85207.95923,446917.6015
p000661.jpg,85208.51328,446918.3536
p000662.jpg,85208.96161,446919.2125
p000663.jpg,85209.44786,446920.238
p000664.jpg,85210.05521,446921.1458
p000665.jpg,85210.8038,446922.045
p000666.jpg,85211.51593,446922.8419
p000667.jpg,85212.30038,446923.6978
p000668.jpg,85213.08121,446924.5197
p000669.jpg,85214.01837,446925.2224
p000670.jpg,85214.9332,446925.4182
p000671.jpg,85215.7431,446925.0982
p000672.jpg,85216.65268,446924.7759
p000673.jpg,85217.56384,446925.0795
p000674.jpg,85218.30258,446925.8182
p000675.jpg,85218.93176,446926.7321
p000676.jpg,85219.49617,446927.598
p000677.jpg,85220.17004,446928.5179
p000678.jpg,85220.86313,446929.4567
p000679.jpg,85221.59283,446930.4081
p000680.jpg,85222.29417,446931.2871
p000681.jpg,85223.07584,446932.1987
p000682.jpg,85223.79056,446933.0877
p000683.jpg,85224.56793,446933.9388
p000684.jpg,85225.42026,446934.8849
p000685.jpg,85226.15413,446935.6984
p000686.jpg,85226.98114,446936.3649
p000687.jpg,85227.93159,446936.343
p000964.jpg,85228.47365,446937.3132
p000965.jpg,85228.93005,446938.1456
p000966.jpg,85229.61189,446939.1023
p000967.jpg,85230.34918,446939.9986
p000968.jpg,85231.02704,446940.9083
p000969.jpg,85231.69678,446941.8076
p000970.jpg,85232.4097,446942.6679
p000971.jpg,85233.16333,446943.5413
p000972.jpg,85233.88425,446944.4064
p000973.jpg,85234.49612,446945.2535
p000974.jpg,85235.17809,446946.112
p000975.jpg,85235.85318,446946.9337
p000976.jpg,85236.53258,446947.8007
p000977.jpg,85237.18964,446948.6328
p000978.jpg,85237.78432,446949.3373
p000979.jpg,85238.40857,446950.1717
p000980.jpg,85238.98463,446950.9814
p000981.jpg,85239.64581,446951.7892
p000982.jpg,85240.36046,446952.6115
p000983.jpg,85241.01485,446953.4128
p000984.jpg,85241.6722,446954.2755
p000985.jpg,85242.31555,446955.1479
p000986.jpg,85243.03607,446955.9571
p000987.jpg,85243.7646,446956.8494
p000988.jpg,85244.35289,446957.7361
p000989.jpg,85244.95882,446958.5581
p000990.jpg,85245.56802,446959.3079
p000991.jpg,85246.26381,446960.1456
p000992.jpg,85246.93396,446960.9103
p000993.jpg,85247.68555,446961.7195
p000994.jpg,85248.40231,446962.605
p000995.jpg,85248.93784,446963.5104
p000996.jpg,85249.56334,446964.3665
p000997.jpg,85250.35576,446965.2143
p000998.jpg,85251.05597,446966.0261
p000999.jpg,85251.83069,446966.8522
p001000.jpg,85252.58403,446967.5868
p001001.jpg,85253.40048,446968.2027
p001002.jpg,85254.3465,446968.6395
p001003.jpg,85255.23216,446969.0162
p001004.jpg,85256.05731,446969.4968
p001005.jpg,85256.75809,446970.1764
p001006.jpg,85257.23682,446970.8613
p001007.jpg,85257.77097,446971.5009
p001008.jpg,85258.2485,446972.3275
p001009.jpg,85258.33002,446973.2123
p001010.jpg,85258.11795,446974.1573
p001011.jpg,85258.02747,446975.1542
p001012.jpg,85258.35635,446976.0291
p001013.jpg,85258.92374,446976.8083
p001014.jpg,85259.64581,446977.5939
p001015.jpg,85260.24231,446978.3845
p001016.jpg,85260.83673,446979.1608
p001018.jpg,85261.63968,446980.2259
p001019.jpg,85260.98599,446979.6089
p001020.jpg,85260.48932,446978.856
p001021.jpg,85259.88443,446978.3185
p001022.jpg,85259.18564,446977.7372
p001023.jpg,85258.56451,446977.0886
p001024.jpg,85258.03036,446976.4073
p001025.jpg,85257.8172,446975.6393
p001026.jpg,85257.93201,446974.7088
p001027.jpg,85257.95993,446973.6466
p001028.jpg,85257.72348,446972.754
p001029.jpg,85257.10855,446972.0261
p001030.jpg,85256.23373,446971.7369
p001031.jpg,85255.39229,446971.9664
p001032.jpg,85254.58543,446972.5591
p001033.jpg,85253.72525,446973.2205
p001034.jpg,85252.90697,446973.8322
p001035.jpg,85252.24571,446974.4332
p001036.jpg,85252.35995,446974.75
p001037.jpg,85252.61349,446974.0541
p001038.jpg,85253.37556,446973.3627
p001039.jpg,85254.16968,446972.6727
p001040.jpg,85255.04033,446972.0426
p001041.jpg,85255.87102,446971.4753
p001042.jpg,85256.34485,446970.8069
p001043.jpg,85256.35516,446970.1908
p001044.jpg,85255.78387,446969.7328
p001045.jpg,85254.85988,446969.3167
p001046.jpg,85253.94308,446968.757
p001047.jpg,85253.13757,446968.0757
p001048.jpg,85252.28557,446967.3234
p001049.jpg,85251.54953,446966.4736
p001050.jpg,85250.79561,446965.5143
p001051.jpg,85250.0555,446964.5889
p001052.jpg,85249.36714,446963.7227
p001053.jpg,85248.60895,446962.7499
p001054.jpg,85247.82349,446961.8975
p001055.jpg,85247.05978,446961.0203
p001056.jpg,85246.22371,446960.1667
p001057.jpg,85245.44199,446959.2355
p001058.jpg,85244.7103,446958.2999
p001059.jpg,85243.87976,446957.3495
p001060.jpg,85243.12364,446956.35
p001061.jpg,85242.42874,446955.3895
p001062.jpg,85241.58377,446954.3391
p001063.jpg,85240.78687,446953.3659
p001064.jpg,85239.97128,446952.3469
p001065.jpg,85239.17468,446951.3511
p001066.jpg,85238.39772,446950.3995
p001067.jpg,85237.61621,446949.4542
p001068.jpg,85236.82959,446948.5342
p001069.jpg,85235.98502,446947.5369
p001070.jpg,85235.27434,446946.5502
p001071.jpg,85234.61017,446945.5834
p001072.jpg,85233.81618,446944.6696
p001073.jpg,85233.06079,446943.7902
p001074.jpg,85232.29086,446942.8972
p001075.jpg,85231.78532,446941.9123
p001076.jpg,85231.7606,446941.063
p001077.jpg,85232.39543,446940.4807
p001078.jpg,85233.20647,446939.6144
p001079.jpg,85234.01785,446938.7581
p001080.jpg,85234.96588,446938.0796
p001081.jpg,85235.89549,446937.3119
p001082.jpg,85236.91547,446936.6746
p001083.jpg,85237.76219,446935.9735
p001084.jpg,85238.52417,446935.1207
p001085.jpg,85239.44601,446934.4186
p001086.jpg,85240.37213,446933.8601
p001087.jpg,85241.28345,446933.2178
p001088.jpg,85242.14194,446932.5554
p001089.jpg,85242.66339,446931.804
p001090.jpg,85242.47232,446932.0239
p001091.jpg,85241.91954,446932.752
p001092.jpg,85241.04359,446933.502
p001093.jpg,85240.03647,446934.2645
p001094.jpg,85239.05524,446934.8698
p001095.jpg,85238.15332,446935.6302
p001096.jpg,85237.21217,446936.4019
p001097.jpg,85236.22362,446937.2355
p001098.jpg,85235.23676,446938.0945
