ID,x,y
1243,59.169,-50.444
1244,58.433,-49.776
1245,69.211,-59.773
1246,43.784,-40.99
1247,59.314,-50.638
1248,69.905,-64.762
1249,49.6,-41.654
1250,60.628,-51.988
1251,68.115,-58.798
1252,72.224,-62.254
1253,47.344,-39.202
1254,65.4,-56.307
1255,46.281,-38.194
1256,63.247,-54.577
1257,61.665,-57.045
1258,68.878,-59.652
1259,59.691,-55.286
1260,63.63,-54.605
1261,46.404,-37.987
1262,46.395,-37.999
1263,57.912,-49.089
1264,55.059,-46.308
1265,51.755,-43.239
1266,53.127,-49.075
1267,59.368,-54.799
1268,52.136,-43.328
1269,53.065,-44.299
1270,56.96,-48.384
1271,60.738,-51.901
1272,60.715,-56.231
1273,52.7,-44.112
1274,53.098,-44.253
1275,52.174,-43.324
1276,66.229,-61.149
1277,58.316,-53.825
1278,53.176,-44.183
1279,57.747,-53.31
1280,58.597,-49.876
1281,62.885,-53.81
1282,62.331,-57.639
1283,62.826,-53.808
1284,69.408,-64.143
1285,67.623,-62.343
1286,55.238,-46.131
1287,63.589,-58.836
1288,64.726,-59.794
1289,64.593,-59.635
1290,56.98,-52.648
1291,68.669,-59.167
1292,57.821,-53.438
1293,52.293,-43.761
1294,68.109,-58.66
1295,68.402,-63.04
1296,49.608,-46.296
1297,62.318,-57.739
1298,59.46,-50.743
1299,56.052,-47.564
1300,51.396,-42.581
1301,67.907,-58.485
1302,51.408,-42.589
1303,67.863,-58.41
1304,65.866,-56.552
1305,56.686,-47.807
1306,66.721,-61.781
1307,59.838,-55.373
1308,57.734,-48.766
1309,57.195,-47.945
1310,57.188,-47.926
1311,58.088,-48.889
1312,61.621,-56.897
1313,65.07,-55.861
1314,54.314,-45.324
1315,54.329,-45.298
1316,61.963,-53.021
1317,65.117,-55.927
1318,64.347,-59.452
1319,64.472,-59.54
1320,64.75,-55.603
1321,61.927,-53.003
1322,66.194,-61.221
1323,61.883,-52.944
1324,58.114,-49.489
1325,64.776,-55.53
1326,56.308,-47.446
1327,63.592,-58.824
1328,56.568,-47.66
1329,57.339,-48.396
1330,56.379,-47.259
1331,56.343,-47.258
1332,66.995,-57.652
1333,64.436,-55.327
1334,62.089,-52.621
1335,64.484,-55.382
1336,61.814,-52.523
1337,62.132,-52.579
1338,66.952,-57.622
1339,63.049,-53.519
1340,62.681,-53.3
1341,68.978,-63.672
1342,64.265,-55.129
1343,68.571,-63.359
1344,61.029,-52.165
1345,68.086,-62.733
1346,66.96,-57.693
1347,63.126,-53.441
1348,72.884,-56.163
1349,62.682,-57.966
1350,64.13,-55.014
1351,63.156,-53.393
1352,64.016,-54.926
1353,61.29,-51.972
1354,66.922,-57.388
1355,61.351,-51.827
1356,61.438,-51.687
1357,67.956,-62.872
1358,61.18,-57.03
1359,62.374,-52.63
1360,69.668,-64.389
1361,69.137,-59.841
1362,72.567,-61.924
1363,69.549,-60.11
1364,69.719,-60.178
1365,67.166,-57.13
1366,72.593,-61.876
1367,66.631,-56.972
1368,67.145,-57.149
1369,68.082,-58.068
1370,68.098,-58.075
1371,67.638,-57.909
1372,68.201,-58.058
1373,71.799,-57.684
1374,67.141,-57.184
1375,72.379,-57.467
1376,75.966,-58.224
1377,76.243,-57.957
1378,75.979,-58.233
1379,72.169,-57.344
1380,76.315,-57.851
1381,76.302,-57.855
1382,72.369,-57.456
1383,72.013,-57.106
1384,72.009,-57.15
1385,77.051,-57.007
1386,77.079,-57.008
1387,72.511,-56.863
1388,67.725,-62.599
1389,72.951,-56.017
1390,77.893,-56.022
1391,73.238,-56.424
1392,77.937,-55.978
1393,71.212,-57.926
1394,72.739,-61.699
1395,71.365,-57.906
1396,69.389,-64.108
1397,69.249,-64.022
1398,72.869,-61.564
1399,76.495,-52.537
1400,76.856,-52.376
1401,76.704,-52.316
1402,76.707,-51.988
1403,77.4,-51.572
1404,77.717,-51.368
1405,77.714,-51.382
1406,77.709,-51.377
1407,69.417,-59.983
1408,66.115,-56.664
1409,68.99,-63.723
1410,72.92,-61.465
1411,73.098,-61.283
1412,77.458,-51.058
1413,66.364,-56.404
1414,66.355,-56.413
1415,73.204,-61.205
1416,73.302,-61.107
1417,68.82,-63.619
1418,73.446,-60.912
1419,66.395,-56.339
1420,73.527,-60.823
1421,74.194,-60.134
1422,73.865,-60.48
1423,74.312,-59.983
1424,74.008,-60.302
1425,74.562,-59.747
1426,74.457,-59.843
1427,74.724,-59.532
1428,68.485,-63.554
1429,74.834,-59.5
1430,75.099,-59.135
1431,74.938,-59.308
1432,75.322,-59.235
1433,75.466,-58.735
1434,75.42,-58.78
1435,76.587,-57.513
1436,77.459,-56.571
1437,70.21,-59.77
1438,70.024,-59.983
1439,70.599,-59.354
1440,70.437,-59.539
1441,70.927,-59.008
1442,71.564,-58.321
1443,80.434,-53.235
1444,79.984,-53.764
1445,80.419,-53.28
1446,79.616,-54.159
1447,80.046,-53.691
1448,80.433,-53.244
1449,79.687,-54.086
1450,79.956,-53.796
1451,78.847,-54.999
1452,79.211,-54.602
1453,78.46,-55.429
1454,78.636,-55.232
1455,78.96,-54.873
1456,78.423,-55.463
1457,77.592,-56.376
1458,76.998,-57.029
1459,76.695,-57.354
1460,75.61,-58.559
1461,71.016,-58.9
1462,71.358,-58.531
1463,71.362,-58.52
1464,73.143,-56.383
1465,73.684,-55.99
1466,74.036,-55.604
1467,74.421,-55.187
1468,73.537,-56.141
1469,74.869,-54.701
1470,75.425,-54.087
1471,81.827,-51.765
1472,81.325,-52.317
1473,81.874,-51.711
1474,81.384,-52.249
1475,81.673,-51.928
1476,80.88,-52.792
1477,81.166,-52.483
1478,70.467,-59.522
1479,70.74,-59.217
1480,80.774,-52.99
1481,82.281,-51.366
1482,82.372,-51.17
1483,82.2,-51.451
1484,82.652,-50.963
1485,83.141,-50.44
1486,83.693,-49.853
1487,84.108,-49.38
1488,86.966,-46.641
1489,88.136,-45.077
1490,89.072,-44.058
1491,89.534,-43.489
1492,89.112,-43.098
1493,88.689,-42.717
1494,88.268,-42.326
1495,87.69,-41.774
1496,83.635,-45.376
1497,82.947,-50.604
1498,83.479,-50.029
1499,73.261,-56.476
1500,74.305,-55.329
1501,74.659,-54.945
1502,75.234,-54.309
1503,75.701,-53.793
1504,76.083,-53.373
1505,75.021,-54.535
1506,75.453,-54.063
1507,75.818,-53.66
1508,76.173,-53.284
1509,78.145,-51.123
1510,78.561,-50.668
1511,79.008,-50.179
1512,79.47,-49.673
1513,76.964,-52.447
1514,85.326,-43.407
1515,80.669,-48.451
1516,80.293,-48.837
1517,82.408,-46.459
1518,79.803,-49.375
1519,81.546,-47.446
1520,80.348,-48.793
1521,88.566,-44.469
1522,87.871,-41.946
1523,87.503,-41.608
1524,86.918,-46.142
1525,89.286,-43.233
1526,89.021,-43.007
1527,88.658,-42.671
1528,88.294,-42.337
1529,76.16,-53.296
1530,88,-45.111
1531,89.022,-43.995
1532,89.458,-43.441
1533,87.848,-41.907
1534,83.058,-45.828
1535,83.925,-49.466
1536,88.799,-42.69
1537,87.035,-41.421
1538,81.468,-47.383
1539,86.079,-42.432
1540,82.665,-46.184
1541,83.368,-50.115
1542,82.883,-50.639
1543,78.498,-50.781
1544,83.989,-49.389
1545,88.399,-44.623
1546,87.623,-45.469
1547,74.611,-54.963
1548,86.811,-46.495
1549,87.34,-45.728
1550,83.146,-45.637
1551,84.931,-43.892
1552,78.884,-50.406
1553,86.169,-42.477
1554,74.286,-55.359
1555,73.947,-55.727
1556,87.097,-41.484
1557,84.665,-44.093
1558,80.682,-48.394
1559,79.72,-49.44
1560,82.558,-50.968
1561,87.319,-41.433
1562,85.218,-43.411
1563,78.928,-50.274
1564,84.416,-44.317
1565,83.726,-45.037
1566,78.567,-50.707
1567,79.356,-49.83
1568,82.779,-46.098
1569,77.364,-58.131
1570,82.345,-46.404
1571,86.957,-41.407
1572,79.286,-54.572
1573,77.816,-56.177
1574,77.677,-58.415
1575,84.941,-43.793
1576,80.79,-48.314
1577,78.209,-51.099
1578,71.464,-58.029
1579,80.099,-49.021
1580,78.713,-59.318
1581,79.114,-59.718
1582,78.552,-59.241
1583,78.57,-59.248
1584,79.077,-59.685
1585,79.049,-59.684
1586,79.373,-59.973
1587,79.487,-60.067
1588,79.707,-60.326
1589,79.878,-60.43
1590,79.985,-60.534
1591,80.109,-60.637
1592,80.292,-60.813
1593,80.514,-61.006
1594,80.34,-60.918
1595,80.805,-61.282
1596,80.852,-61.312
1597,81.175,-61.618
1598,81.204,-61.635
1599,81.584,-61.988
1600,81.59,-61.988
1601,81.956,-62.333
1602,81.963,-62.331
1603,82.302,-62.725
1604,82.293,-62.806
1605,82.021,-63.125
1606,81.923,-63.114
1607,81.751,-63.549
1608,81.769,-63.351
1609,81.543,-63.719
1610,81.405,-63.871
1611,81.43,-63.764
1612,81.17,-64.087
1613,81.12,-64.16
1614,80.863,-64.462
1615,80.825,-64.54
1616,81.846,-62.494
1617,79.986,-49.168
1618,79.308,-49.896
1619,83.251,-45.61
1620,75.834,-69.702
1621,75.827,-69.754
1622,76.205,-69.408
1623,75.818,-69.737
1624,76.269,-69.412
1625,76.547,-68.998
1626,76.596,-69.073
1627,76.919,-68.678
1628,77.01,-68.568
1629,77.271,-68.178
1630,77.664,-67.93
1631,77.99,-67.476
1632,75.344,-69.564
1633,76.982,-68.546
1634,77.206,-68.406
1635,77.532,-68.058
1636,77.928,-67.797
1637,77.723,-67.96
1638,78.042,-67.563
1639,78.331,-67.264
1640,78.16,-67.257
1641,78.53,-67.017
1642,78.335,-67.058
1643,79.081,-67.441
1644,74.969,-69.205
1645,75.263,-69.458
1646,84.39,-44.375
1647,75.083,-54.506
1648,84.27,-44.446
1649,87.158,-46.054
1650,89.204,-43.792
1651,75.819,-53.69
1652,88.69,-44.344
1653,81.28,-52.826
1654,75.86,-52.897
1655,75.89,-52.918
1656,82.191,-46.337
1657,81.254,-47.195
1658,83.927,-44.906
1659,87.726,-45.471
1660,81.029,-47.652
1661,83.998,-44.79
1662,81.176,-47.113
1663,87.238,-45.931
1664,87.169,-46.831
1665,81.953,-46.605
1666,80.913,-53.27
1667,82.038,-46.097
1668,87.221,-46.866
1669,80.466,-47.939
1670,88.01,-47.611
1671,87.573,-47.179
1672,87.723,-47.338
1673,87.366,-46.997
1674,85.427,-43.264
1675,88.511,-48.048
1676,88.592,-48.12
1677,88.211,-47.786
1678,88.31,-47.876
1679,87.933,-47.519
1680,87.583,-47.199
1681,88.991,-48.477
1682,88.975,-48.481
1683,89.483,-48.928
1684,89.367,-48.835
1685,85.829,-42.176
1686,85.783,-42.146
1687,80.426,-47.924
1688,81.339,-46.941
1689,89.783,-49.22
1690,89.864,-49.29
1691,90.216,-49.615
1692,90.596,-49.965
1693,90.952,-50.285
1694,90.6,-49.971
1695,91.315,-50.606
1696,91.713,-50.968
1697,72.026,-66.579
1698,89.378,-39.23
1699,90.831,-50.181
1700,91.226,-50.55
1701,91.685,-50.95
1702,92.048,-51.293
1703,92.048,-51.289
1704,92.515,-51.71
1705,92.427,-51.629
1706,92.805,-51.98
1707,92.797,-52.08
1708,92.503,-52.402
1709,92.505,-52.386
1710,92.154,-52.757
1711,91.817,-53.129
1712,91.589,-53.397
1713,91.551,-53.431
1714,91.289,-53.711
1715,91.205,-53.806
1716,90.801,-54.271
1717,90.624,-54.441
1718,71.669,-66.219
1719,71.754,-66.264
1720,90.011,-49.57
1721,92.536,-52.362
1722,85.471,-42.819
1723,86.643,-41.146
1724,86.457,-41.722
1725,89.335,-52.867
1726,88.706,-39.209
1727,85.856,-50.573
1728,90.013,-54.381
1729,89.687,-54.032
1730,88.875,-52.554
1731,89.547,-49.176
1732,81.142,-47.679
1733,92.344,-51.564
1734,88.386,-52.275
1735,91.576,-53.385
1736,87.948,-52.024
1737,81.118,-48.172
1738,89.26,-53.405
1739,91.409,-50.702
1740,85.346,-50.114
1741,84.771,-49.571
1742,86.235,-50.919
1743,87.694,-52.255
1744,85.759,-42.1
1745,88.326,-40.126
1746,88.702,-39.677
1747,89.746,-38.911
1748,89.319,-38.996
1749,87.247,-51.826
1750,86.849,-51.501
1751,89.042,-39.433
1752,89.609,-38.699
1753,88.622,-39.098
1754,89.303,-39.031
1755,89.595,-38.717
1756,85.015,-42.906
1757,85.032,-42.921
1758,89.028,-39.488
1759,89.225,-39.105
1760,91.942,-40.863
1761,91.937,-40.851
1762,92.238,-42.375
1763,92.196,-41.154
1764,92.262,-41.156
1765,92.307,-41.154
1766,87.777,-40.698
1767,88.523,-39.031
1768,88.011,-40.443
1769,88.244,-40.188
1770,88.664,-39.842
1771,87.63,-40.831
1772,87.772,-40.695
1773,88.186,-40.41
1774,88.673,-42.192
1775,88.495,-42.044
1776,89.044,-42.554
1777,89.095,-42.606
1778,89.25,-42.723
1779,89.491,-42.96
1780,89.919,-43.195
1781,89.745,-43.189
1782,90.057,-43.32
1783,90.352,-43.594
1784,90.172,-43.428
1785,90.508,-43.74
1786,90.84,-44.048
1787,91.247,-44.43
1788,91.604,-44.767
1789,90.857,-44.07
1790,91.355,-43.936
1791,92.843,-43.016
1792,91.224,-44.394
1793,91.597,-44.744
1794,92.029,-45.137
1795,92.89,-46.029
1796,93.165,-46.32
1797,93.752,-46.846
1798,92.591,-45.716
1799,92.091,-45.197
1800,94.22,-47.165
1801,94.943,-47.832
1802,95.358,-48.214
1803,95.084,-44.908
1804,94.077,-44.129
1805,104.678,-52.494
1806,103.602,-51.621
1807,103.699,-51.746
1808,103.052,-51.11
1809,103.732,-51.751
1810,103.225,-51.282
1811,102.501,-50.611
1812,103.185,-51.236
1813,102.701,-50.795
1814,102.046,-50.189
1815,102.639,-50.742
1816,102.213,-50.35
1817,101.552,-49.752
1818,102.181,-50.312
1819,101.76,-49.934
1820,101.709,-49.878
1821,101.33,-49.533
1822,101.217,-49.366
1823,101.268,-49.479
1824,97.489,-46.978
1825,97.599,-47.058
1826,96.286,-46.132
1827,97.849,-46.588
1828,97.861,-46.595
1829,95.478,-45.397
1830,122.96,-71.783
1831,96.456,-48.341
1832,99.496,-51.087
1833,123.345,-71.303
1834,96.401,-48.333
1835,99.619,-50.918
1836,96.612,-48.105
1837,96.716,-47.978
1838,115.519,-62.572
1839,114.488,-61.615
1840,113.438,-60.65
1841,112.472,-59.762
1842,111.756,-59.083
1843,110.982,-58.37
1844,112.191,-59.475
1845,110.159,-57.629
1846,110.273,-57.766
1847,109.02,-56.552
1848,107.719,-55.383
1849,109.071,-56.533
1850,107.23,-54.933
1851,107.969,-55.617
1852,106.712,-54.463
1853,107.442,-55.131
1854,106.251,-54.039
1855,106.939,-54.669
1856,105.784,-53.616
1857,97.126,-47.665
1858,106.467,-54.234
1859,106.01,-53.816
1860,105.624,-53.45
1861,104.633,-52.55
1862,95.441,-45.456
1863,87.49,-41.139
1864,87.861,-41.412
1865,88.041,-41.651
1866,94.68,-44.565
1867,94.375,-47.296
1868,93.59,-46.417
1869,93.915,-46.881
1870,113.424,-60.648
1871,114.58,-61.715
1872,115.509,-62.61
1873,105.361,-56.54
1874,107.734,-58.95
1875,104.516,-55.907
1876,103.558,-55.055
1877,99.976,-51.844
1878,101.647,-53.369
1879,99.453,-51.373
1880,98.936,-50.902
1881,100.12,-51.969
1882,99.668,-51.55
1883,96.016,-48.56
1884,96.162,-48.389
1885,95.945,-48.616
1886,95.504,-48.361
1887,95.155,-48.019
1888,94.763,-47.66
1889,94.328,-47.257
1890,93.448,-46.585
1891,92.504,-45.719
1892,123.078,-72.477
1893,122.592,-72.647
1894,111.012,-61.905
1895,112.099,-62.91
1896,109.508,-60.544
1897,101.211,-52.946
1898,101.244,-52.971
1899,98.838,-50.785
1900,111.699,-59.089
1901,110.519,-61.621
1902,105.894,-57.282
1903,103.772,-55.345
1904,100.708,-52.535
1905,100.301,-52.191
1906,98.346,-50.357
1907,95.452,-48.295
1908,111.363,-58.724
1909,113.727,-64.458
1910,105.328,-56.463
1911,101.978,-53.69
1912,110.024,-57.419
1913,105.277,-56.725
1914,106.212,-54.045
1915,110.699,-58.167
1916,111.299,-58.713
1917,106.111,-57.512
1918,97.848,-49.918
1919,98.849,-50.934
1920,108.098,-55.775
1921,103.251,-54.938
1922,109.934,-61.031
1923,103.95,-55.237
1924,100.776,-52.635
1925,110.844,-61.924
1926,101.451,-53.194
1927,103.232,-54.994
1928,123.056,-72.809
1929,114.985,-62.179
1930,104.627,-56.233
1931,108.913,-60.205
1932,110.394,-61.574
1933,122.87,-73.247
1934,100.092,-52.003
1935,100.852,-52.715
1936,104.036,-55.58
1937,99.72,-51.628
1938,113.748,-64.587
1939,104.683,-56.203
1940,102.5,-54.15
1941,102.396,-54.085
1942,111.988,-62.981
1943,110.494,-58
1944,105.65,-57.059
1945,97.119,-47.546
1946,112.048,-59.311
1947,106.557,-57.744
1948,102.891,-54.521
1949,112.133,-59.423
1950,112.467,-59.727
1951,123.025,-71.573
1952,100.346,-48.633
1953,100.314,-48.593
1954,112.87,-63.731
1955,95.71,-48.569
1956,100.453,-52.366
1957,102.353,-54.126
1958,93.047,-45.886
1959,94.6,-47.501
1960,98.03,-50.093
1961,108.446,-59.669
1962,108.117,-55.731
1963,100.358,-48.239
1964,98.047,-50.081
1965,97.022,-48.984
1966,97.597,-49.665
1967,96.944,-47.86
1968,106.593,-57.866
1969,97.712,-49.771
1970,97.369,-49.451
1971,94.819,-48.31
1972,112.836,-65.538
1973,97.156,-49.263
1974,99.392,-47.767
1975,109.668,-60.786
1976,99.373,-47.753
1977,100.47,-52.33
1978,97.48,-49.582
1979,99.321,-47.71
1980,104.212,-55.799
1981,109.129,-60.313
1982,108.668,-59.888
1983,100.08,-48.02
1984,96.597,-48.757
1985,96.684,-48.806
1986,113.607,-64.587
1987,108.003,-59.375
1988,101.136,-48.997
1989,94.307,-47.85
1990,122.287,-73.138
1991,110.808,-61.914
1992,102.106,-53.844
1993,113.304,-64.224
1994,99.026,-47.416
1995,98.971,-47.365
1996,112.989,-63.874
1997,99.006,-47.42
1998,107.927,-59.17
1999,98.707,-47.139
2000,110.185,-61.281
2001,111.219,-62.218
2002,112.73,-63.62
2003,112.2,-66.209
2004,104.878,-56.337
2005,121.316,-73.415
2006,106.785,-58.069
2007,107.662,-58.959
2008,108.018,-59.276
2009,101.471,-49.075
2010,115.117,-62.218
2011,96.96,-49.119
2012,101.483,-49.042
2013,93.157,-46.323
2014,97.324,-49.43
2015,105.755,-56.753
2016,98.604,-51.227
2017,98.211,-46.696
2018,100.582,-48.076
2019,98.325,-46.807
2020,98.333,-46.794
2021,112.448,-63.374
2022,120.498,-73.76
2023,98.262,-50.863
2024,98.286,-51.379
2025,98.232,-51.491
2026,98.145,-51.422
2027,106.803,-58.192
2028,104.245,-55.86
2029,115.067,-62.191
2030,106.217,-57.574
2031,97.921,-50.494
2032,108.3,-59.542
2033,97.889,-51.198
2034,97.555,-50.908
2035,97.731,-50.619
2036,97.803,-51.109
2037,97.701,-50.636
2038,109.662,-60.798
2039,99.711,-47.423
2040,99.701,-47.424
2041,112.566,-65.842
2042,122.123,-72.843
2043,104.788,-52.305
2044,112.316,-63.334
2045,122.299,-73.503
2046,105.742,-53.199
2047,104.455,-52.058
2048,104.913,-52.19
2049,107.298,-59.49
2050,105.813,-53.163
2051,103.049,-55.17
2052,101.612,-54.07
2053,101.375,-53.509
2054,101.392,-54.279
2055,105.439,-52.969
2056,113.383,-64.312
2057,105.495,-56.98
2058,119.192,-74.63
2059,110.066,-61.191
2060,111.217,-62.271
2061,101.003,-53.515
2062,100.895,-53.688
2063,102.534,-54.923
2064,102.654,-55.596
2065,101.105,-54.185
2066,101.738,-53.921
2067,102.655,-55.586
2068,104.214,-56.516
2069,113.465,-60.776
2070,121.831,-73.188
2071,121.849,-73.097
2072,117.167,-62.781
2073,101.992,-54.901
2074,102.189,-54.554
2075,101.894,-54.866
2076,102.109,-54.638
2077,103.812,-56.133
2078,105.421,-57.228
2079,104.087,-51.499
2080,104.133,-51.378
2081,107.419,-59.212
2082,103.295,-55.798
2083,105.308,-57.355
2084,109.241,-60.431
2085,122.618,-72.046
2086,109.268,-56.293
2087,112.391,-63.323
2088,107.421,-59.222
2089,108.795,-56.081
2090,120.771,-74.059
2091,110.198,-57.215
2092,121.766,-73.475
2093,110.272,-57.155
2094,109.759,-56.969
2095,120.185,-74.046
2096,104.978,-56.893
2097,106.759,-59.379
2098,106.707,-59.313
2099,106.98,-59.587
2100,119.485,-74.291
2101,106.571,-59.211
2102,108.524,-55.501
2103,108.514,-55.51
2104,114.344,-65.113
2105,121.279,-73.177
2106,114.277,-65.001
2107,104.935,-56.875
2108,106.507,-58.655
2109,106.778,-58.346
2110,106.309,-59.031
2111,106.318,-58.969
2112,106.508,-58.641
2113,123.968,-69.978
2114,111.841,-63.107
2115,124.443,-70.431
2116,121.334,-73.709
2117,113.054,-65.865
2118,114.136,-64.884
2119,120.913,-73.314
2120,123.952,-69.933
2121,111.765,-63.223
2122,114.561,-61.293
2123,113.267,-60.165
2124,110.769,-62.27
2125,113.732,-60.29
2126,113.718,-60.288
2127,119.905,-74.396
2128,109.52,-56.313
2129,124.296,-69.581
2130,114.751,-61.183
2131,114.722,-61.173
2132,124.317,-69.551
2133,111.601,-63.405
2134,124.254,-69.595
2135,120.487,-73.473
2136,111.525,-63.474
2137,114.104,-60.968
2138,124.078,-70.189
2139,124.281,-69.128
2140,110.844,-63.103
2141,111.212,-63.439
2142,119.335,-65.802
2143,124.336,-69.028
2144,119.302,-65.789
2145,119.85,-74.425
2146,119.515,-73.838
2147,119.752,-73.898
2148,119.996,-73.654
2149,112.933,-59.532
2150,119.099,-65.536
2151,112.924,-59.555
2152,118.781,-65.239
2153,118.717,-65.174
2154,110.896,-62.623
2155,110.91,-62.608
2156,110.681,-62.863
2157,124.552,-68.788
2158,119.02,-74.014
2159,119.514,-75.565
2160,119.201,-74.707
2161,119.543,-75.638
2162,119.015,-75.776
2163,119.049,-75.765
2164,120.365,-74.317
2165,119.681,-76.052
2166,119.437,-76.111
2167,118.707,-76.095
2168,118.699,-76.107
2169,119.056,-64.844
2170,119.053,-64.853
2171,123.605,-68.193
2172,119.331,-75.104
2173,118.286,-76.263
2174,118.742,-64.515
2175,124.485,-70.544
2176,118.862,-64.324
2177,118.968,-64.422
2178,118.36,-64.14
2179,124.539,-68.815
2180,115.084,-73.402
2181,117.567,-77.048
2182,122.804,-67.501
2183,122.795,-67.497
2184,114.481,-77.796
2185,114.453,-72.862
2186,114.836,-78.155
2187,115.222,-78.513
2188,115.061,-73.437
2189,115.625,-78.88
2190,116.084,-78.657
2191,115.707,-74.024
2192,116.458,-78.256
2193,116.657,-78.045
2194,116.644,-74.877
2195,117.823,-76.795
2196,117.995,-63.796
2197,114.043,-71.174
2198,114.049,-72.488
2199,114.021,-71.16
2200,114.062,-77.408
2201,114.021,-71.165
2202,117.397,-77.279
2203,118.665,-64.126
2204,118.558,-64.027
2205,118.265,-63.769
2206,117.624,-63.47
2207,117.911,-63.431
2208,117.537,-63.093
2209,116.002,-74.261
2210,116.905,-77.758
2211,117.59,-75.733
2212,118.038,-63.562
2213,117.64,-63.324
2214,117.328,-62.901
2215,116.757,-62.655
2216,116.986,-62.579
2217,113.889,-65.47
2218,113.601,-65.846
2219,113.985,-65.374
2220,113.49,-65.909
2221,111.306,-69.779
2222,110.934,-69.462
2223,110.65,-69.179
2224,110.579,-69.135
2225,117.572,-75.781
2226,114.442,-72.889
2227,114.13,-72.581
2228,113.678,-70.847
2229,113.488,-70.879
2230,113.262,-71.122
2231,113.168,-71.242
2232,112.868,-71.396
2233,112.875,-71.385
2234,112.144,-73.102
2235,112.155,-73.089
2236,111.844,-73.429
2237,111.63,-73.663
2238,111.524,-73.784
2239,111.299,-74.02
2240,111.267,-74.07
2241,111.006,-74.354
2242,110.675,-74.294
2243,110.722,-74.486
2244,110.42,-74.637
2245,110.399,-74.214
2246,110.161,-73.819
2247,109.898,-74.17
2248,111.258,-71.099
2249,109.636,-73.883
2250,111.247,-71.097
2251,110.925,-70.754
2252,110.883,-70.724
2253,110.905,-70.744
2254,111.29,-69.789
2255,111.281,-69.775
2256,110.935,-69.444
2257,110.893,-69.415
2258,110.576,-69.112
2259,110.896,-68.148
2260,110.535,-68.526
2261,111.164,-67.844
2262,110.337,-68.722
2263,110.787,-68.251
2264,110.408,-68.653
2265,111.068,-67.949
2266,110.776,-68.259
2267,111.433,-67.557
2268,111.627,-67.343
2269,115.978,-62.64
2270,116.329,-62.27
2271,116.636,-62.258
2272,121.988,-66.765
2273,121.958,-66.738
2274,122.054,-66.8
2275,116.024,-62.59
2276,116.165,-62.44
2277,116.634,-62.265
2278,113.609,-65.779
2279,113.357,-64.171
2280,111.987,-66.437
2281,112.044,-66.509
2282,111.934,-67.023
2283,112.222,-66.717
2284,111.822,-67.144
2285,111.601,-67.387
2286,109.843,-72.61
2287,118.366,-76.323
2288,121.219,-65.999
2289,121.193,-66.004
2290,110.534,-70.409
2291,118.777,-76.011
2292,118.483,-76.335
2293,119.852,-65.517
2294,117.961,-76.661
2295,117.983,-76.132
2296,119.896,-65.426
2297,120.397,-65.262
2298,120.358,-65.284
2299,120.393,-65.251
2300,113.671,-71.572
2301,113.606,-71.651
2302,113.368,-72.186
2303,112.947,-72.596
2304,124.578,-70.602
2305,114.61,-77.921
2306,116.074,-74.393
2307,115.201,-78.498
2308,115.65,-78.9
2309,116.893,-75.112
2310,116.119,-78.636
2311,116.472,-78.259
2312,117.293,-75.478
2313,117.23,-77.446
2314,117.663,-77.18
2315,114.275,-78.31
2316,114.574,-77.925
2317,113.631,-77.383
2318,115.673,-74.019
2319,113.312,-76.979
2320,112.929,-76.623
2321,115.279,-73.644
2322,112.688,-76.164
2323,112.514,-75.963
2324,112.241,-75.836
2325,114.88,-73.278
2326,112.188,-75.549
2327,111.88,-75.428
2328,111.755,-75.273
2329,113.892,-77.521
2330,113.701,-77.108
2331,113.26,-76.922
2332,112.853,-76.543
2333,111.595,-75.162
2334,114.442,-72.878
2335,111.492,-75.084
2336,111.41,-74.974
2337,113.325,-76.757
2338,113.699,-71.536
2339,113.543,-71.986
2340,113.128,-72.397
2341,112.793,-72.761
2342,112.63,-72.948
2343,111.252,-74.449
2344,113.331,-72.175
2345,112.057,-73.588
2346,109.233,-73.606
2347,111.242,-74.806
2348,116.748,-77.968
2349,112.871,-76.319
2350,114.293,-78.278
2351,109.237,-73.208
2352,110.536,-70.148
2353,110.651,-70.05
2354,119.297,-76.025
2355,114.253,-77.703
2356,112.039,-76.262
2357,119.314,-75.128
2358,110.16,-72.257
2359,109.853,-72.624
2360,111.846,-76.157
2361,110.426,-72.001
2362,110.78,-71.628
2363,117.202,-75.432
2364,117.231,-75.438
2365,110.442,-71.89
2366,109.76,-73.445
2367,109.47,-73.201
2368,110.131,-72.338
2369,110.956,-71.403
2370,113.055,-71.759
2371,113.142,-71.844
2372,113.095,-72.062
2373,113.841,-60.497
2374,110.973,-58.444
2375,86.467,-42.054
2376,86.898,-41.907
2377,91.952,-45.123
2378,88.343,-41.825
2379,87.776,-39.977
2380,87.743,-39.963
2381,85.004,-49.774
2382,85.405,-50.15
2383,88.409,-44.679
2384,89.424,-53.863
2385,71.179,-65.769
2386,76.381,-52.628
2387,72.266,-66.752
2388,72.433,-66.887
2389,72.438,-66.921
2390,72.704,-67.146
2391,72.802,-67.219
2392,73.031,-67.433
2393,73.003,-67.407
2394,73.343,-67.697
2395,73.407,-67.769
2396,73.483,-67.811
2397,73.797,-68.1
2398,74.164,-68.465
2399,74.102,-68.394
2400,74.031,-68.337
2401,74.648,-68.904
2402,74.648,-68.889
2403,74.523,-68.776
2404,75.344,-69.541
2405,75.01,-69.233
2406,79.247,-66.825
2407,79.363,-66.13
2408,79.265,-66.721
