Id, Image, Time, X, Y, Z, Heading, Roll, Pitch, Camera, Quality, Line, Color, AccuracyXyz
14,p000013.jpg,1726507943.2762,-0.1591,0.0002,0.2887,-0.2638,-0.4294,1.4723,0,1,0,C0;0;0;0;0;0,0.1
15,p000014.jpg,1726507944.3182,-0.1480,0.0349,0.4417,8.3438,6.0456,-2.0425,0,1,0,C0;0;0;0;0;0,0.1
16,p000015.jpg,1726507945.3172,-0.0367,0.1723,1.1522,25.7561,2.0483,-6.7035,0,1,0,C0;0;0;0;0;0,0.1
17,p000016.jpg,1726507946.3182,0.0436,0.6005,1.4310,29.3446,-3.8730,-4.3909,0,1,0,C0;0;0;0;0;0,0.1
18,p000017.jpg,1726507947.3592,0.3653,1.1575,1.4697,34.6647,-0.7379,0.5572,0,1,0,C0;0;0;0;0;0,0.1
19,p000018.jpg,1726507948.3592,0.7956,1.5265,1.4635,42.6671,-5.2062,0.6914,0,1,0,C0;0;0;0;0;0,0.1
20,p000019.jpg,1726507949.3592,1.3071,1.9348,1.4971,41.4089,0.3296,-1.2877,0,1,0,C0;0;0;0;0;0,0.1
21,p000020.jpg,1726507950.4012,1.7799,2.4422,1.4779,52.8331,-1.1086,0.0014,0,1,0,C0;0;0;0;0;0,0.1
22,p000021.jpg,1726507951.4012,2.2541,2.8270,1.4628,50.8658,-5.7614,-2.6474,0,1,0,C0;0;0;0;0;0,0.1
23,p000022.jpg,1726507952.4012,2.6573,3.1570,1.4700,46.7274,-10.1690,0.2334,0,1,0,C0;0;0;0;0;0,0.1
24,p000023.jpg,1726507953.4002,2.9117,3.0482,1.4666,101.2569,-10.2269,-3.1451,0,1,0,C0;0;0;0;0;0,0.1
25,p000024.jpg,1726507954.4422,2.1608,2.4960,1.4322,176.8876,-5.7028,-7.0270,0,1,0,C0;0;0;0;0;0,0.1
26,p000025.jpg,1726507955.4432,1.5341,2.2103,1.4220,-144.8325,-7.8872,-4.7095,0,1,0,C0;0;0;0;0;0,0.1
27,p000026.jpg,1726507956.4422,0.9774,1.7719,1.4359,-145.5808,-10.1763,-4.8701,0,1,0,C0;0;0;0;0;0,0.1
28,p000027.jpg,1726507957.4852,0.5122,1.1420,1.4423,-161.9271,-8.4948,-4.2963,0,1,0,C0;0;0;0;0;0,0.1
29,p000028.jpg,1726507958.4852,0.3470,0.4361,1.4504,-177.0222,-5.7354,-0.1756,0,1,0,C0;0;0;0;0;0,0.1
30,p000029.jpg,1726507959.4842,0.5851,-0.1771,1.4276,153.4496,-5.1486,-3.3617,0,1,0,C0;0;0;0;0;0,0.1
31,p000030.jpg,1726507960.5272,1.2092,-0.8259,1.4093,127.7854,-6.8260,-4.3229,0,1,0,C0;0;0;0;0;0,0.1
32,p000031.jpg,1726507961.5272,1.9931,-1.1582,1.4486,100.6841,-5.3524,-3.2847,0,1,0,C0;0;0;0;0;0,0.1
33,p000032.jpg,1726507962.5272,2.6633,-0.9435,1.4557,76.5882,-5.2175,-1.7802,0,1,0,C0;0;0;0;0;0,0.1
34,p000033.jpg,1726507963.5692,3.2725,-0.5156,1.4498,53.1720,-3.0651,-1.4139,0,1,0,C0;0;0;0;0;0,0.1
35,p000034.jpg,1726507964.5692,3.9431,0.0174,1.4358,41.5732,-8.7312,-5.2976,0,1,0,C0;0;0;0;0;0,0.1
36,p000035.jpg,1726507965.5692,4.4910,0.6547,1.4242,39.9787,-8.0672,-0.5809,0,1,0,C0;0;0;0;0;0,0.1
